labels,sentences
0,妈妈 心灵 感应 看 好多 遍 聊天 记录 哭 稀里哗啦 昨天 朋友 发 截 大 堆 图 相册 界面 说 没 想到 好 哭哭惹 哭 惹 明明 那天 都 没 说 天 飞来
0,不 想 受 委屈
0,太 喜欢 上班 上辈子 作孽 感觉
0,宝宝 最近 经常 哭哭崽崽 最近 会 认生 不 熟悉 环境 陌生人 抱 容易 抿嘴 憋 眼眶 湿润 还 流 口水 憋 不 住 才 哭 唧唧 次 委屈 都 觉得 可爱 心疼 呐
0,整天 避雷 避雷那 才 最 大 雷 生活 厦门 老牌 旅游 城市 稍微 刷 厦门 相关 阿立马狂 推 游客 帖子 避雷 避雷 前阵子 兰州 四十 天 刷 众多 好吃 好玩 帖子 里 总 堆 避雷帖 理解 雷 遇坑 经历 糟糕 服务 吃 变质 食物 出租车 骗 被迫 花 冤枉钱 故意 添 堵 才 雷然鹅 看看 上 人 到底 踩 雷吧 吃 不 惯 天气 不好 不 出 片 景点 不合 心意 车程 太 久 激情 发帖 说 不好 吃 不好 看 没意思 再 不 客观 上 不可抗力 个人 喜好 都 赖 城市 店 某种 食物 再 国庆人 太 这种 傻 吧唧 避雷 理由 以前 不 知道 国庆人 真正 价值 避雷帖 淹没 想 做 攻略 时 以为点 开 收获 收获 堆 巨婴 无理取闹 浪费 时间 建议 人 永远 城市 好好 不 出去 旅游 烦死
0,今天 好 难过 很 坏 人 总 掉 不 完 眼泪 两 极端 一言不发 过度 分享 不 想 听 以后 真的 不 说
0,越 做 越 大 越 做 越 累 外贸 老板 真 不好 俄罗斯 回来 天 筹备 莫斯科 分公司 事情 弄 弄 大 人员 选备 头 大
0,怕 生活 太 累 怕 不 快乐 怕 未来 生活 不 想 路 选 后悔 话 只能 肚子 里 咽
0,认为 看 赤裸 样子 脱 掉 衣服 告诉 梦想 伤心 会 流泪 告诉 充满 激情 告诉 童年 诉说 没有 参与 故事 看见 肌肤 触碰 身体 知道 故事 却 浅薄 刚 打开 书 从未 打开 书
0,突然 发现 大 美女 扮丑 都 通病 怎么化 看 出来 五官 很 好看 看 脑子 才 看 坏 以为 换 造型 好看 生气
0,现实 社会 牛 爷爷 伤心 牛 爷爷 做 蹄膀 送 图图 吃 黄金薯 图图 家 钱 外边 刚 吃 完 西餐 回来 看 不 上 牛 爷爷 做 饭图 图 想 吃 拉 走 生气 牛 爷爷 伤心 哭 惹 哭 惹 哭 惹 哭 惹
0,姐妹 真 少 生气 今天 去 医院 乳腺 结节 割 掉 结 节长 位置 比较 特殊 不 选择 微创 只能 开刀 手术 全程 一个半 小时 样子 局麻 感受 不 疼痛 闻 肉烧焦 味道 还 全程 听见 医生 放 仪器 声音 手术 中后期 护士 大 灯 移动 位置 抬头 大灯 反光 里 看见 手术 部位 看到 胸 血淋淋 坨 两 医生 肉切 开 人 撕 扯 一边 手指 放 进 伤口 去 搅拌 肉 还 看到 一旁 沾满 血 纱布 缝针 看到 跟缝 衣服 一模一样 区别 戳布 戳肉 哭 惹 哭 惹 哭 惹 手术 完 后 去 病房 打针 护士 根 黑色 针头 针 问 说 不 换 针头 太 大 说 没关系 妈 一旁 说 没关系 没 两 分钟 看到 手 肿 起来 赶紧 护士 过来 扯 掉 换 紫色 小 针头 继续 医生 说 一共 缝 四 层 好像 生 孩子 剖腹 都 缝八 层 小小 结节 缝 割 下来 结节 送 去 病理 标本 检验 出来 才 定性 到底 囊肿 良性 恶性 趟 属实 遭 老罪 以后 真的 少 生气 遇 事 责怪 少 反省
0,女朋友 生气 原因 女 朋友 生气 原因 蚊子 咬 说 咬 回去 挨 两 拳 接 上 条 拳 肘子 上 疼 半天 衣服 拧 矿泉水 怕 衣服 皱 一下 最后 衣服 样子 见 图 开车 唱歌 唱 乐团 讨厌 唱 有点 自我 陶醉 不 小心 最后 句 面 唱 最后 句 歌词 见 图
0,宝贝 错 对不起 哭惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 宝贝 错 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 对不起 哭惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 今天 吵架 哭 惹 根本 没有 发生 事情 吵架 哭 惹 异地 恋 传达 错误 信息 哭 惹 猪头 今天 生气 说 不好 话 哭 惹 哭 惹 哭 惹 相信 宝贝 不 会 找 只不过 吵架 增加 底气 狠话 哭惹 很 对不起 宝贝 伤 宝贝 心 猪头 永远 不 会 宝贝 分开 哭 惹 哭 惹 哭 惹 句 话 永远 不 会 变成 真 哭惹 哭 惹 哭 惹 哭 惹 宝贝 猪头 不 故意 猪头 知道 错 猪头 言语 很 伤 人 猪头 知道 猪头 没有 考虑 宝贝 感受 猪头 心 都 知道 最 爱 人 今天 最 爱 人心 伤 哭 惹 哭 惹 哭 惹 真的 很 对不起 宝贝 不 知道 补偿 宝贝 内心 深处 都 最 重要 人 爱 今天 没有 珍惜 哭 惹 哭 惹 哭 惹 猪头 罪 该万 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 猪头 不 失去 希望 宝贝 原谅 宝贝 罚 猪头 都 哭 惹 猪头 以后 会 改正 哭惹 哭 惹 哭 惹 哭 惹 哭 惹 更 幸福 恋爱 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 猪头会 努力 改变 哭 惹 哭 惹 哭 惹 哭 惹 哭 惹 不 会 再 宝贝 猪头 爱 哭 惹 哭 惹 哭 惹 猪头会 之间 爱情 付出 更 更 哭惹 哭 惹 哭 惹 会计 学习 题 案例
0,花 拍 潜水 照片 丑 不 敢 发 朋友圈 想 看看
0,避雷 芬兰 玻璃 屋 都 看 不 见 态度 极 差 全 雪 说 没有 服务 明明 看到 别人 清理 后面 打电话 死 都 不 接 就是欧 酒店 服务 态度 说 所有 人 房子 都 说
0,希望 今后 所得 真 值得 放弃 故事 总会 结局 爱情 终究 会 遗憾 遗憾 会 讲 完 后 新 故事
0,小 宝贝 凶 样子 好 可怜 好 卑微 好 委屈
0,上班 上坟 还 难受 面对 轻松 面对 上班 上班 上坟 仿佛 失去 灵魂 职场 人 正在 经历 职业 倦怠 当代 打工人 正 处于 间歇性 鸡血 突发性 摆烂 循环 当中 周一 上班 周一 下午 焦虑 明明 每天 都 坐 办公室 里 觉得 身心俱疲 每天 下班 总 觉得 灵魂 已经 不 属于 都 不 想 干 想 瘫 不 动情绪 耗竭 工作 过量 造成 心 好 累 个人 成就感 低指 怀疑 工作 价值 带来 不行 无力感 员工 工作 工作 负荷 控制 感 公平 报酬 社交 价值观 冲突 六 方面 越 不 匹配 越 容易 出现 职业 倦怠
0,本来 没有 委屈 你一来 想 哭
0,伤心 死 咯 需要 腹肌 小帅 安慰 没有 算 惹
0,死 一点 不 伤心 老 邓死 孩子 完全 不 伤心 坚信 计划 假 死 复活 觉得 魂器 没 想到 确 身 死 鉴 难受
0,此刻 伤心 袍子 努力 压裙 摆 今天 风 大 刚 出门 裙子 吹 开 只能 包 拎 手里 努力 压 群门 求求 不要 看见 里面 恶心 袜子
0,当代人 打工 现状 说 穷 班 上 说 富 兜里 好像 没 块 钱 说 懒吧 每天 都 早出晚归 月月 满勤 别人 日富 一日 日 负 日
0,职业 倦怠 真的 好 可怕 回忆 一下 过往 倦怠 生命 中 其实 不 陌生 说 东亚 小镇 做 题家 应该 都 不 陌生 最 明显 应该 高考 以后 学习 倦怠 高考 结束 当晚 随意 翻 翻 以前 记过 笔记 发现 字 都 看 不 懂 公式 全都 忘 脑子 部分 记忆 仿佛 都 直接 格式化 彻底 清除 上 大学 以后 高数 大物 全都 看 不 懂 死记硬背题 低空 飘 内容 完全 理解 不 毕业 身 处 比较 悠闲 工作 环境 很 快乐 说 灵气 尚 存 份 工作 工资 太 少 加上 休息 罪 典型 思维 躺平 过程 中 十分 焦虑 新 轮 跳槽 最后 进入 地产 广告 大 坑 知道 坑 好歹 工资 高 点 凑合 干 下去 工作 效率 很 高 周围 人 评价 很 好 不 喜欢 加班 总是 写 很快 渐渐 发现 做 越 快 甲方 越 会 压榨 不 会 觉得 工作 效率 真 高 质量 真 好 只 会 觉得 工作 不 饱和 更 工作 脾气 越 好 提出 周末 下班 以后 无理 要求 越 这种 高压 环境 之下 难以 排解 每天 坐 工位 上 心跳 速手抖 收到 工作 消息 四肢 发麻 已经 出现 焦虑 抑郁 躯体化 症状 辞职 躺 半 年 每天 吃 睡 睡 吃 无 脑 生活 很 想 下去 钱 全 花 完 不得不 回去 上班 现在 重新 上班 已经 九 月 感觉 工作 起来 真的 很 吃力 已经 很 难 纯纯 完成 篇 文章 需要 各种各样 参考 之前 高 效率 恐惧 拖延症 越来越 严重 天 塌 下来 之前 不 想想 积极 办法 感觉 语感 越来越 差 地产 本来 容易 人 词 变 十分 奇怪 词汇 词意 通顺度 越来越 模糊 以前 看来 根本 无法 容忍 现在 只能 眼睁睁 看 坏 掉
0,过年 突然 理解 黛玉 生气 有人 分析 湘云 调侃 黛玉 戏子 黛玉 生气 离席 不 调侃 宝玉 大家 使 眼色 不要 说 黛玉 会 生气 黛玉 明明 都 还 没 生气 大家 都 反应 好像 一定 小气 一定 会 生气 以前 没 觉得 说法 道理 去年 过年 理解 道菜 白水 煮 肉 需要 搭配 调制 蘸料 水 吃 云贵人 应该 懂 家 人 吃 话 都 夹 肉 去 碗 里 蘸 料 过年 客人 不好 去 蘸 大家 都 筷子 弄 一点 肉 上 人 不 蘸 吃 白 肉 那天 考虑 情况 厨房 妈妈 蘸 料 水 里 倒 碗 里 碗 里 蘸 好 正式 吃饭 刚 夹 起来 块 肥瘦 相间 白肉 姑立马 住 说 今天 客人 不要 肉 伸 料碗 里 弄 都 油 客人 都 没法 吃 筷子 吃 客人 都 劝 姑 安慰 说 没事 没事 想 蘸 蘸 人 特地 蘸 料碗 放 面前 天 知道 当时 都 蒙 二十 岁 成年人 难道 不 知道 当然 知道 提前 妈妈 分 一点 蘸 料水 怕 客人 觉得 料水 沾油 不好 觉得 大家 都 伸 进去 蘸 不 卫生 姑 句 提醒 搞 好像 不 懂事 明明 没 想 去 蘸 姑 句 话 好像 默认 非 去 蘸 大家 都 宽慰 蘸 没 想 蘸 眼里 想 蘸 我姑 劝 住 不 懂事 孩子 有人 懂 大家 都 姑 句 话 盖棺 定论 去 公碗 里 蘸 解释 根本 从来 没有 想 去 公碗 里 蘸 不 黛玉 明明 没 生气 宝玉 觉得 小气 使 眼色 导致 大家 不 敢 笑 默认 黛玉 生气 气死 后续 说 事 大家 还 会 反驳 提醒 好心 不 小气 失望 小气 莫名其妙 全 桌 人 当成 不 懂事 人 真的 澄清 下 人 说 删 评论 发誓 发帖 现在 没有 删 任何人 评论 看见 消息 里 很多 人 评论 都 显示 已 删除 以为 删掉 不 澄清 下 没 删 笑 哭 帖子 本意 吐槽 大家 自由 讨论 不 会 删 删 掉 伙计 看看 不 平台 问题 三 更 看到 宝子 纠结 不 人手 蘸 料 碗 可能 地方 差异 白肉 蘸料 饭桌 上 十几 道 菜 里 普通 一道 类似 图 二 形式 这种 不止 家 去 别人 家 包括 去 酒店 吃席 都 料碗 确实 没有 人手 意识
0,沈阳 陪拍 避雷 拍 成 疯妃 二百
0,天呐 受 大 委屈 可乐 米 月龄 妈妈 不 带 可乐 米 回 趟 浙江 可乐 米 白天 馨馨表 姐 开心 玩 天 去 洗 澡 出来 表姐 哭 可乐 米 哭 整 不 会 事情 原 馨馨表 姐 家里 抱 可乐 米 玩 一不小心 摔倒 可乐 米 没 事 一下 表姐 头 点 疼 爸爸 妈码 教育 委屈 哭 可乐 米 看 表姐 哭 不 玩 以为 做 错 外加 第一 天 环境 陌生 洗澡 出来 片 迷茫 可乐 米 躲 角落 不 肯 妈妈 抱抱 大家 试 很多 方法 蹲 角落 看 馨馨 姐姐 哭 最后 崩溃 大 哭 妈妈 整 不 会 好 心疼
0,卸 完 妆 真 会 丑哭
0,再 喜欢 不 从此 之后 山水 程 再不 相见 只 想念 不 联系 不 打扰
0,资格 说 丑丑 心肠
0,大半夜 图 整 破 防 哭 没有 好 朋友 只 沉浸 二次元 每次 感觉 孤独感 反思 做 错 现实 中 好 朋友 都 没有 眼里 最 好 朋友 对方 眼里 不
0,所有 经历 不 经历 忍受 不 忍受 都 默默 吞 下 苦楚 不 言语 知道 委屈 看 不 见 苦衷 沉默 不 说 心里 很 清楚 没有 人 会 在意 受 委屈 只 会 情绪 爆发 指责 不 懂事
0,委屈 想到 韩 组长 听到 家人 说 刻薄 话 真 难过
0,原来人 地方 消耗 气血 商场 久 容易 头晕 商场 气 不足 人 不 友好 人 嘈杂 身体 会 不 自主 去 感应 周围 环境 大脑 工作 负荷 大 增 吵闹 会 心神不宁 暗暗 消耗 气二 环境 刺激 购物 欲 强烈 灯光 照射 诱人 气味 色彩 无 不 刺激 情绪 会 使 处于 比较 兴奋 状态 让气 消耗 更 快 购物 欲 活动 折扣 调动 看 眼 心里 会 波澜 出现 纠结 比较 会 牵动 气 三 空气 流通 不好 容易 出现 胸闷 缺氧 感觉 夏天 商场 冷气 足 持续 平衡 体温 耗 不少 气 其实 不止 商场 闹市 街道 人山人海 景点 车站 环境 中 人 太 都 会 消耗 气 特别 大 城市 到处 都 人 年轻人 疲态 非常 明显 只 经常 去 外面 动动 人 才 平衡 比较 好 感受 很 明显 回到 农村 老家 没 出去 没 运动 接触 人 少 噪音 少 整个 人 心平气和气 大 城市 每天 辛辛苦苦 锻炼 要强 条件 姐妹 有空 去 人 少 户外 活动 少 逛 商场 歇 歇 疲惫 大脑 恢复 下 不足 气
0,男朋友 听到 女 朋友 好几 字 降智 生理期 准时 健康 不 痛 情绪 平稳 早上 直觉 发现 生理期 男朋友 去 买 卫生巾 会儿 回来 扔 盒子 先贴 上 定睛 看 暖 宫贴 六 片 五十六 块 钱 暖 宝宝 都 没用 人 买 干什么 陆陆 续续 袋子 里 掏 出 堆 奇怪 东西 卖 东西 女生 说 上 买 无语 沉默 报 菜名 报完 东西 名字 法 终于 发现 不 心虚站 好 声音 低 低 实话说 不 上 点头 相顾 无言 开玩笑 总是 自称 打破 平静 好像 变 高 眼睛 唰 亮 发丝 都 带 期待 小心翼翼 问 说 变 错 愕 震惊 失望 委屈 教科书 般 情绪 转变 埋头 东西 装 回 袋子 有点 过意不去 补 句 没事 拯救 听 没 反应 吭哧 吭哧 整个 房间 都 打扫 遍 过来 抱 委屈 巴巴 安慰 没事 留 指不定 天 上 不要 真 不 会 不 舒服 看 网上 都 说 女生 天 会 很 难受 每个 人 体质 不同 后来 一起 看 综艺 冷不丁 出 句 拯救 会 不 会 太 累 假装 不 在意 语气 身体 却 紧张 僵硬
0,泰山 新疆人 曾 受 这种 委屈 家人 第一 次 夜爬 选 泰山 红门 中天门 已经 死 活 中天门 南天门 更 过分 告诉 十八 盘 底盘 盘 劳动 人民 膝盖 搞 缓缓 台阶 人 活 动力行 不行 好不容易 南天门 想 看 日出 还 继续 爬 泰山 景区 管管 铺子 里 商家 说 十 分钟 登 顶 之后 还 再 分钟 今日 泰山 门票 缆车 想 回家 想 新疆 草山 想 缓 坡坡 新疆 山 恨 看到 泰山 日 出 云海 后 恨意 减半
0,真 恶心 昨天 家人 一起 带 孩子 站台 玩 中途 姐姐 带 小 侄子 上 厕所 电玩城 电梯 全身 黑衣 变态 男 站 男 厕所 门口 下体 露 外面 玩带 孩子 去 玩 小 姐妹 一定 孩子 单独 去 上 厕所 太 恐怖
0,避雷 绝 不再 买 直播 宝宝 衣服 之前 都 买 品牌 衣服 上周 不 知道 根 筋 不 淘宝 看 直播 买 衣服 买 件 品牌 直播 间 买 退换 件 衣服 百 买 件 件 没有 件 需要 退换 个人 直播 间 都 踩 大雷 仅 个人 角度 看 每个 人 需求 不 买 直播 间 不 几十 块 近 快 无一例外 都 踩 雷 不 质量 不好 不 敢 宝宝 穿 号码 问题 关键 都 不 退换 件 个人 直播 间 买 衣服 路上 不 知道 花钱 买 教训 更新 最 贵 件 点 退款 寄件 应该 退 件 买 比较 快 不 知道 不 退 以为 不 退 后续 会 更新
0,今天 有点 累 室友 说 今天 累 不 做 活 心 累 节后 综合征 上 六 天 想 心 累
0,心里 藏 疲惫 委屈 表面 却 努力 讨好 生活 从没 想 天 会 压垮 总是 嬉皮笑脸
0,学校 委屈 死 课听 不 懂 学校 委屈 死 课听 不 懂 觉 不 够 睡 人际关系 难 搞 想见 人 见 不
0,大家 会 发 脾气 以后 内疚 感觉 伤害 别人 今天 心情 不好 身体 不 舒服 下午 点 杯 热奶茶 想 安慰 一下 超久奶茶 终于 送 出门 碰到 两 领导 外卖 抓 包 可怜 电梯 人 超 好不容易 下 楼 外 卖 再 上 十 分钟 可怜 满心 欢喜 打开 准备 治愈 一下 发现 没 吸管 石化 奶茶 三 兄弟 珍珠 布丁仙草 还 特意 加 份 啵啵 生气 生气 直接 控制 不 住 情绪 商家 发火 可怜 很 温柔 退款 一下 感觉 做 错 其实 出来 打工 容易 不 犯 错 表示 钱 回去 不 收 好 愧疚 警醒 以后 不 情绪 发泄 别人 温柔 世界 可怜
0,超格线 下班 点 失望 感觉 课 题 拖 走 每天 都 身心 疲惫 不 合理 安排 今晚 直接 加课 点 真 失望
0,成年 世界 快乐 好 难 悲伤 汤姆猫 杰瑞鼠
0,有时候 人 流泪 不 委屈 难过 最 怕 有人 安慰 伪装 出来 坚强 关心 面前 不堪一击 哭 惹 哭 惹 哭 惹
0,小丸子 日常 好 累 感觉 已经 没有 力气 累 话 一起 吹 吹 晚风
0,说 句 奶奶 伤心 奶奶 却 再 听 不
0,委屈 那天 化 完 妆 不久 人 发生 矛盾 吵架 很 难过 很 委屈 眼泪 控制 不 住 大 颗 大 颗 掉
0,避雷 节目组 实习 月 经历 分享 芒果 实习 第一 天 现在 已经 八 月 期间 很多 想 放弃 地方 所谓 避雷 想 分享 一下 节目组 实习 带来 负面 情绪 压力 现在 想来 聊 一下 芒果 无 工资 很多 人 都 知道 仍然 愿意 过来 实习 每月 加上 租房 花销 两千 四千 不 芒果 申请 长沙 政府 最 三千 补贴 只 限 大 三 大 四 入 职 会 说 审批 很 慢 年月 申报 现在 都 没 工作 氛围 个人 非常 看重 点 之前 组 氛围 很 好 除去 工作 私下 一起 玩 现在 人 留 组 新 朋友 全部 零 建立 关系 刚 每天 都 很 痛苦 很 内耗 最近 变 好 前期 工作 内容 枯燥 干 事情 杂 前期 每天 工作 会 枯燥 会 重复 做表 执行期 会 学 更 东西 下次 有空 会 单独 出 期 工作 内容 工作 内容 核心 程度 现在 组学 东西 蛮 策划 时 好 提出 节目 上 实现 上 节目组 做 整理 讨论点 代位 打印 台本 提词 后面 后期 组人 不够 还 拉 去 审 唱 词非 录制 期间 非常 闲 大量 消耗 私人 时间 现在 单休 会 经常 加班 面试 完 人选 不 够 回家 继续 海搜 一两点 联系 人 会 经常 问 问题 非常 消耗 私人 时间 录制 期间 没有 单休 纯粹 跟着 节目 走 熬 大 夜 经常 事 节目 组 不 追星 没 人 关心 喜欢 节目 请 明星 不 一定 喜欢 录制 期间 禁止 艺人 签名 合影 请 不要 别人 知道 不 专业 没有 工作 上 接触 喜欢 艺人 电梯 激动 心跳 加速 快 死 装作 很 冷漠 基本 无 转正 芒果 无 转正 青芒 计划 基本 没有 转正 可能 很多 节目组 都 希望 完 项目 实习 三 月 以上 想 从事 行 会 花 大量 钱 时间 实习 积累 经验 毕业 不 代表 工资 行 毕业 后 实习 直到 上岸 跨行 进来 零 经验 实习 做 看 完 以上 内容 觉得 还 接受 希望 行业 发光 发亮
0,蕞近 看到 博主 说 人 潜意识 觉得 安全 才 安 下 心 去 学习 定下 心 去 做事 才 静 下 心 去 深谋远虑 博主 爱 疗愈 人 潜意识 里 缺乏 安全感 不要 说 深谋远虑 长远 打算 早起 干 都 不 知道 只能 从早到晚 不 停 刷 手机 打发 时间 很多 人 没 办法 安静 下来 做 不 可能 空闲 下来 会 无所事事 总是 觉得 很 心烦 不 知道 烦 会 不 停 去 刷 搞笑 段子 暴饮暴食 吸烟 喝酒 找 朋友 吹牛 反正 刺激 一下 大脑 身体 减少 内心 烦躁 潜意识 里 恐惧 不 疗愈 释放 掉 股 莫名 能量 会 操控 影响 看 不 见 更 干 不 掉 一辈子 几乎 所有 精力 都 股 能量 对抗 搞 身心 疲惫 痛苦 不堪 状态 没 办法 事业 上 混 出 成就 事业 搞 不好 财富 好 不 承受 内心 痛苦 还要 时刻 面临 生存 危机 日子 鸡 飞 狗 跳 一生 穷困 潦倒 非常 感触 曾经 遭遇 信任 人 诈骗 很多 很多 钱 身无分文 还 背 上 几十万 贷款 段 时间 非常 焦虑 没有 安全感 不 想 做 做 不 整夜 整夜 睡 不 只能 不断 刷 手机 度过 漫长 黑夜 一度 患 上 重度 抑郁症
0,真 人 神散 工作 就算 摸鱼 真 很 累 每天 都 总 打断 所谓 类型 工作 时间 摸鱼 非常 累 汗流浃背 不说
0,真的 生气 盗版 正版 还 火 心寒 不 愿 再 看到 盗版 可怜
0,妈妈 聊 完 天 突然 很 难 做 很 平庸 普通 工作 收入 觉得 随时 替代 想 换 赛道 没有 目标 今晚 妇女节 妈妈 视频 看 一下 出差 酒店 妈妈 说 挺 好 看 念书 有用 看 觉得 普通 酒店 突然 意识 已经 看到 妈妈 没有 看到 风景 人群 里面 庸庸 碌碌 妈妈 眼睛 里 光 突然 一下子 崩溃 妈妈 真的 很 普通 妈妈 好 累
0,妈妈 上班 真的 好 累 今天 走路 头发 晕 身体 没有 一点 力气 浑身 还 冒冷汗 妈妈 赚钱 难
0,已经 不在乎 只能 认输 伤 次 没 走 伤 两 次 还 伤 无数 次 会 考虑 份 感情 值 不 值得 其实 崩溃 东西 很 简单 说话 语气 不耐烦 情绪 忽略 无视 想 态度 心 伤 透 清醒 再 走 下去 条 不 路 已经 不在乎 只能 认输
0,突然 觉得 活 最底层 人 真的 好 可怜 感觉 大家 生活 都 好 光鲜 亮丽 看不到 身上 一点 色彩 其实 活 最底层 人 未来 真的 看不到 一点 希望 不 知道 改 真 不 知道 改 今天 下午 没有 课 本来 想 找 兼职 干 放 鸽子 老板 还 凶巴巴 走 真的 很 委屈 只能 忍 当初 找 兼职 还给 几百 块 钱 中介费 现在 想想 会 蠢 人 真的 感觉 事 都 做 不好 着急 还 车现 回 学校 根本 不 舍得 花 钱 偏偏 现实 捉弄人 小时 公交 还 没有 本来 穿 还 少 现在 打字手 都 僵硬 突然 好 羡慕 身边 女孩子 都 生活 温暖 地方 不用 担心 未来 不用 担忧 生活 不 会 每月 点 生活费 纠结 爸爸 妈妈 爱 小 房间 真的 好 想 挣 好多 好多 钱 小 房间 突然 不 明白 上 大学 意义 纠结 好久 好久 不 想 念书 学校 出去 没有 前途 不 读书 只能 去 上班 打工 去 上班 一边 生活 很 焦虑 很 拮据 一边 碍 父母 禁锢 不 离开 真 感觉 委屈 死 次 关系 好 舍友 聊天 知道 生活费 真的 很 惊讶 以为 大家 都 原来 只 永远 忘 不 次 舍友 发现 块 钱 买 口红 后 鄙夷 表情 好 难 生活 好 难 不 知道 生活 意义 尝试 千百 次 挣扎 看 起来 真的 很 搞笑 永远 只 世界 里 有时候 都 想 抱抱 不行 离开 没什么 大不了 希望 下 次 做 糖 吃 小孩子
0,今天 突然 护食 好 伤心 今天 不 知道 回 事 吃饭 刚 手 碰 饭盆 发出 低吼 跳 立马 顿 饭盆 走过 一会 才 吃 以前 从来 没有 每次 吃饭 饭盆 从来 没有 护食 不 知道 不 太 好 不 知道 养 打算 今天 晚上 吃饭 看看 还 护 不 护食 说 真 点 伤心 每天 做饭 好吃 竟然 吼 哭 惹 忍 害怕 内心 深处 还 害怕 真的 咬 怕 纠正 不 大 岂 不 更 纠正 不 过来 姐妹 办 呐 抓狂
0,累 希望 天 拥有 爱 治愈 别人 曾经 浇水 人 遮 风 挡 雨
0,丑 干 表白 这种 蠢 事 劝告 表白 失败 已经 整整 两 年 两 年 偶尔 想起 觉得 好 羞耻 想到 尬 出 墙 对话 好 想 亖 程度 笑 哭 觉得 当时 好 蠢 好 傻 明明 很 不 自信 人 一时 上头 发起 颠 再 遇到 喜欢 人 错过 不 想 努力 太 害怕 尴尬 捂脸 捂 脸 捂 脸 捂 脸
0,避雷避 雷别 来来之前 说 雀舌 之后 老板娘 貌似 看 不 买 贵 茶 态度 很 不好 说 雀舌 没有 单独 包装 必须 元 钱 买 铁盒子 才 卖 看 不 买 贵 真的 会 甩 脸子 避雷 福州
0,大 夏天 楼梯 里 伤心 小朋友 心碎
0,不要 负面 情绪 影响 昨天 心情 很 沉重 心里 闷闷 想 朋友 随便 说 句 话 聊 下 天 刚 说 好 烦快 陪 聊天 说说 不要 负面 情绪 影响 本身 已经 够 倒霉 其实 根本 没 想 说 心烦 事 想 随便 聊点天 次 不同 朋友 听到 不 事 影响 理解 这种 想法 朋友 都 不 想 听 心烦 事 还 算是 朋友 都 说 患难 共享 福连 烦恼 都 不能 分享 觉得 不 朋友 泛泛 交 毕竟 会 伤心 事 都 说 出来 说 出来 可能 别人 笑料 讲 其他人 听 不 介意 朋友 说 烦恼 事情 毕竟 不 经历 不 会 感同身受 不 会 很 难过 苦闷 情绪 不 会 影响 会 安慰 陪陪 不 会 烦恼 事 讲 出去 觉得 个人 陪 很 好 不 感同身受 陪 身边 当然 不会 强求 别人 听 开启 消息 免 打扰 放下 手机 下 楼 吹风 缓解 心情 去
0,当代 年轻人 疲惫 现状 今天 公交车 上 张 图 再 加上 三 人 都 瘫
0,看到 悟空 虚弱 疲惫 样子 超级 心疼 次 武道 大会 结束 克林 鲨后 集 看 好 揪心 都 不在乎 困难 都 绝不 放弃 悟空 拥抱 拥抱
0,工作 以后 才 知道 累死 不 工作 工作 中 遇到 人 工作 本身 累 不 死 累死 平衡 情绪
0,足 不 出 户气 脑壳 疼
0,打工人 壁纸 莫 傻子论 长短 叹气 坚决 不 生气
0,任天堂 会 藏 东西 小子 没事会 爬 塔顶 生气 捡 迄今为止 伤害 力 最高 剑
0,上海 最近 呆 地狱 总结 吃 不好 睡 不好 精神 不好 身体 永远 疲惫 天 晚 讲述 孤独 朋友 找 玩 从来不 去 工作 不好 生活 不好 身体 不好 最 最 主要 心态 不 炸裂 崩 形容 心态 很 平静 很 平和 那种 实际 已经 糟烂 透顶 情绪 很 差 伤心 难过 发泄 不 出来 不 会 去 哭 不 知道 状态 条件 下 环境 下 所有 改善 只 知道 无法 调节 很多 简单 小事 都 做 不 生活 还 需要 维持 整个 人 活 相当 拧巴 接受 不 接受 不 还 没 好 命 条件 前 年 觉得 电视剧 小 娘 惹 里面 二姐 最后 无法 接受 现实 生活 自杀 不 快乐 原因 百分之八十 接受 不 现实 喘 不 气 压力 好 大 无从下手 只 想 逃避 今天 九 久 青年城 一边 恐高 害怕 一边 想 会 不 会 人 跳 下去 毕竟 现在 人 活 太 压抑 总是 备考 一次次 总 考 睡觉 前 根本 不 想
0,感觉 考研 疲惫期 妈 才 刚刚 半 月 感觉 有点 累 今天 还 专门 去 看 电影 吃 海底捞 根本 学 不 进去 学 不 动 肥 四友友 有木有 好 缓解 方法
0,避雷 初二 禁忌 都 正在 上 初二 宝子 都 踩 雷 文化课 难度 加大 初二 同学 成绩 会 明显 两极 分化 初二 初三 同学 聊聊 初二 分水岭 帮 大家 避雷 初一 朋友 看看 提前 吸取 经验 同学 提问 学长 学姐 大家 回答 先 融 不 进去 圈子 不要 硬融 不要 内耗
